DOID:5585	ferguson-smith tumor|ferguson-smith tumors|ferguson-smith tumour|multiple self healing epithelioma of ferguson-smith
DOID:4719	bone giant cell sarcoma|bone giant cell sarcomas|dedifferentiated giant cell tumor|dedifferentiated giant cell tumors|dedifferentiated giant cell tumour|giant cell bone sarcoma|giant cell bone sarcomas|giant cell sarcoma of bone|giant cell sarcoma of the bone|malignant giant cell tumor of bone|malignant giant cell tumour of bone
DOID:3112	adenocarcinoma papillary|infiltrating papillary adenocarcinoma|infiltrating papillary adenocarcinomas|papillary adenocarcinoma|papillary adenocarcinomas
DOID:1040	b cell chronic lymphocytic leukemia|b cell cll|b cell leukemia|b cell lymphocytic leukemia|b chronic lymphocytic leukemia|b-cell chronic lymphocytic leukemia|b-cell chronic lymphogenous leukemia|b-cell chronic lymphoid leukemia|b-cell cll|b-cell leukemia|b-cell lymphocytic leukemia|bcll|chronic b-cell leukemia|chronic b-cell leukemias|chronic b-cell lymphocytic leukemia|chronic b-lymphocytic leukemia|chronic b-lymphocytic leukemias|chronic leukemia lymphocytic|chronic lymphatic leukaemia|chronic lymphatic leukemia|chronic lymphoblastic leukemia|chronic lymphoblastic leukemias|chronic lymphocytic leukaemia|chronic lymphocytic leukemia|chronic lymphocytic leukemia (cll)|chronic lymphocytic leukemias|chronic lymphogenous leukemia|chronic lymphoid leukemia|cll|cll chronic lymphocytic leukemia|cll lymphoplasmacytoid lymphoma|cll lymphoplasmacytoid lymphomas|clls|diffuse well differ lymphocytic lymphoma|diffuse well differ lymphocytic lymphomas|diffuse well differentiated lymphocytic lymphoma|diffuse well differentiated lymphocytic lymphomas|diffuse well-differentiated lymphocytic lymphoma|diffuse well-differentiated lymphocytic lymphomas|disrupted in b-cell malignancy|hematopoeitic - chronic lymphocytic leukemia (cll)|leukemia b cell|leukemia chronic lymphocytic|leukemia lymphocytic chronic|lymphocytic leukemia chronic|lymphocytic leukemia chronic b|lymphocytic lymphoma|lymphocytic lymphoma diffuse well differ|lymphocytic lymphoma well differ|lymphocytic lymphomas|lymphoma lymphocytic diffuse well differ|lymphoma lymphocytic well differ|lymphoma small|small cell lymphoma|small cell lymphomas|small lymphocytic lymphoma|small lymphocytic lymphomas|small lymphoma|small lymphomas|small-cell lymphoma|small-cell lymphomas|well-differentiated lymphocytic lymphoma|well-differentiated lymphocytic lymphomas
DOID:4389	peripheral neuroectodermal tumor of soft tissues|peripheral neuroectodermal tumor of the soft tissues|peripheral neuroectodermal tumour of soft tissues|peripheral neuroectodermal tumour of the soft tissues|peripheral neuroepithelioma of soft tissues|peripheral neuroepithelioma of the soft tissues|peripheral primitive neuroectodermal tumor of soft tissues|peripheral primitive neuroectodermal tumour of soft tissues|soft tissue peripheral neuroepithelioma|soft tissue peripheral neuroepitheliomas
DOID:2643	neoplasm with perivascular epithelioid cell differentiation|pecoma|pecomas|perivascular epithelioid cell neoplasms|perivascular epithelioid cell neoplasms [disease/finding]|perivascular epithelioid cell tumor|perivascular epithelioid cell tumors|perivascular epithelioid cell tumour|perivascular epithelioid cell tumours
DOID:4894	rete ovarii adenocarcinoma|rete ovarii adenocarcinomas
DOID:12969	central nervous system leukemia|cns leukemia|leukemia of central nervous system|leukemia of cns|leukemia of the central nervous system|leukemia of the cns
DOID:3281	combined thymoma|combined thymomas
DOID:4766	blastoma|blastomas|embryoma|embryomas
DOID:4767	biphasic pulmonary blastoma|biphasic pulmonary blastomas|classic pulmonary blastoma|classic pulmonary blastomas
DOID:10541	early gastric cancer|early gastric cancers|microinvasive gastric cancer|microinvasive gastric cancers|superficial gastric cancer|superficial gastric cancers|superficial spreading gastric cancer|superficial spreading gastric cancers|surface gastric cancer|surface gastric cancers
DOID:4790	central nervous system medulloepithelioma|central nervous system medulloepitheliomas|medulloepithelioma|medulloepithelioma not otherwise specified|medulloepitheliomas
DOID:201	cancers connective tissue|connective neoplasm tissue|connective tissue cancer|connective tissue cancers|connective tissue neopl|connective tissue neoplasm|connective tissue neoplasms|connective tissue tumor|connective tissue tumors|connective tissue tumour|connective tissue tumours|connective tissues--tumors|connective tissues--tumours|neopl connective tissue
DOID:13972	female breast lower-outer quadrant cancer|female breast lower-outer quadrant cancers|mal neo breast low-outer|malignant neoplasm of lower-outer quadrant of female breast
DOID:5560	mediastinal mesenchymal tumor|mediastinal mesenchymal tumors|mediastinal mesenchymal tumour|mediastinal soft tissue neoplasm|mediastinal soft tissue neoplasms|mediastinal soft tissue tumor|mediastinal soft tissue tumors|mediastinal soft tissue tumour|soft tissue neoplasm of mediastinum|soft tissue neoplasm of the mediastinum|soft tissue tumor of mediastinum|soft tissue tumor of the mediastinum|soft tissue tumour of mediastinum|soft tissue tumour of the mediastinum
DOID:5713	liposarcoma of mediastinum|liposarcoma of the mediastinum|mediastinal liposarcoma|mediastinal liposarcomas|mediastinum liposarcoma|mediastinum liposarcomas
DOID:2816	malignant oculomotor nerve neoplasm|malignant oculomotor nerve neoplasms|malignant oculomotor nerve tumor|malignant oculomotor nerve tumors|malignant oculomotor nerve tumour
DOID:1992	malignant melanoma of rectum|malignant melanoma of the rectum|melanoma of rectum|melanoma of the rectum|rectal malignant melanoma|rectal malignant melanomas|rectal melanoma|rectal melanomas|rectum malignant melanoma|rectum malignant melanomas
DOID:5875	mal neo retroperitoneum|malignant neoplasm of retroperitoneum|malignant neoplasm of retroperitoneum and peritoneum|malignant retroperitoneal neoplasm|malignant retroperitoneal neoplasms|malignant retroperitoneal tumor|malignant retroperitoneal tumors|malignant retroperitoneal tumour|retroperitoneal cancer|retroperitoneal cancers|retroperitoneal neopl|retroperitoneal neoplasm|retroperitoneal neoplasms|retroperitoneal neoplasms [disease/finding]
DOID:1993	cancer of rectum|cancer of the rectum|carcinoma of rectum|carcinoma of the rectum|carcinoma rectum|malignant neopl rectum|malignant neoplasm of rectum|malignant neoplasm of the rectum|malignant rectal neoplasm|malignant rectal neoplasms|malignant rectal tumor|malignant rectal tumors|malignant rectal tumour|malignant tumor of rectum|malignant tumor of the rectum|malignant tumour of rectum|malignant tumour of the rectum|rectal cancer|rectal cancers|rectal carcinoma|rectal carcinomas|rectum cancer|rectum cancers|rectum--cancer|rectum--cancers
DOID:4436	anterior cranial fossa meningioma|anterior cranial fossa meningiomas|anterior fossa meningioma|anterior fossa meningiomas|meningioma of anterior cranial fossa|meningioma of anterior fossa|meningioma of the anterior cranial fossa|meningioma of the anterior fossa
DOID:2658	benign cystic teratoma|benign cystic teratomas|benign teratoma|benign teratomas|cystic teratoma|cystic teratomas|dermoid|dermoid cyst|dermoid cyst [disease/finding]|dermoid cysts|dermoids|horn cyst|mature cystic teratoma|mature cystic teratomas|mature teratoma|mature teratomas|subcutaneous cystic teratoma|subcutaneous cystic teratomas
DOID:4438	central nervous system germinoma|central nervous system germinomas|germinoma of central nervous system|germinoma of cns|germinoma of the central nervous system|germinoma of the cns
DOID:1792	lymphoma of pancreas|lymphoma of the pancreas|pancreas lymphoma|pancreas lymphomas|pancreatic lymphoma|pancreatic lymphomas
DOID:3479	malignant neoplasm of the uvea|malignant neoplasm of uvea|malignant tumor of the uvea|malignant tumor of uvea|malignant tumour of the uvea|malignant tumour of uvea|malignant uvea neoplasm|malignant uvea neoplasms|malignant uvea tumor|malignant uvea tumors|malignant uvea tumour|malignant uveal neoplasm|malignant uveal neoplasms|malignant uveal tumor|malignant uveal tumors|malignant uveal tumour|neoplasm of the uvea|neoplasm of uvea|tumor of the uvea|tumor of uvea|tumour of the uvea|tumour of uvea|uvea neoplasm|uvea neoplasms|uvea tumor|uvea tumors|uvea tumour|uveal cancer|uveal cancers|uveal neopl|uveal neoplasm|uveal neoplasms|uveal neoplasms [disease/finding]|uveal tumor|uveal tumors|uveal tumour
DOID:2145	malignant ovarian cyst|ovarian cyst malignant
DOID:5151	elephantiasis neuromatoses|elephantiasis neuromatosis|neurofibroma plexiform|pachydermatocele|pachydermatoceles|plexiform neurofibroma|plexiform neurofibromas|plexiform neuroma|plexiform neuromas|tumor royale|tumour royale
DOID:3001	endometrioid neoplasm|endometrioid neoplasm of female reproductive system|endometrioid neoplasm of the female reproductive system|endometrioid neoplasms|endometrioid tumor|endometrioid tumor of female reproductive system|endometrioid tumor of the female reproductive system|endometrioid tumors|endometrioid tumour|endometrioid tumour of female reproductive system|endometrioid tumour of the female reproductive system|female reproductive endometrioid cancer|female reproductive endometrioid cancers|female reproductive endometrioid neoplasm|female reproductive endometrioid neoplasms|female reproductive endometrioid tumor|female reproductive endometrioid tumors|female reproductive endometrioid tumour
DOID:5152	cellular neurofibroma|cellular neurofibromas
DOID:3860	cerebellar vermis medulloblastoma|cerebellar vermis medulloblastomas|medulloblastoma of cerebellar vermis|medulloblastoma of the cerebellar vermis|vermis medulloblastoma|vermis medulloblastomas
DOID:2815	cranial nerve malignant neoplasm|cranial nerve malignant neoplasms|cranial nerve neopl malignant|mal neo cranial nerves|malignant cranial nerve neopl|malignant cranial nerve neoplasm|malignant cranial nerve neoplasms|malignant cranial nerve tumor|malignant cranial nerve tumors|malignant cranial nerve tumour|malignant cranial nerve tumours|malignant neoplasm of cranial nerve|malignant neoplasm of cranial nerves|malignant neoplasm of the cranial nerve|malignant tumor of cranial nerve|malignant tumor of the cranial nerve|malignant tumour of cranial nerve|malignant tumour of the cranial nerve|neopl cranial nerve malignant
DOID:0050547	familial medullary thyroid carcinoma|familial medullary thyroid carcinomas
DOID:0050936	extra-adrenal pheochromocytoma|extra-adrenal pheochromocytomas
DOID:3008	breast cancer (ductal)|breast cancer invasive ductal|breast carcinoma ductal invasive|cancer breast invasive ductal|carcinoma ductal infiltrate|carcinoma ductal infiltrated|carcinoma infiltrating duct|carcinomas ductal infiltrating|duct adenocarcinoma|duct adenocarcinomas|duct carcinoma|duct carcinomas|ductal adenocarcinoma|ductal adenocarcinomas|ductal breast carcinoma|ductal breast carcinomas|ductal carcinoma|ductal carcinoma of breast|ductal carcinoma of the breast|ductal carcinomas|ductal infiltrating carcinoma|ductal infiltrating carcinomas|ductal invasive breast cancer|ductal invasive breast cancers|ductal invasive breast carcinoma|ductal invasive breast carcinomas|infiltrating ductal adenocarcinoma|infiltrating ductal adenocarcinomas|infiltrating ductal breast carcinoma|infiltrating ductal breast carcinomas|infiltrating ductal carcinoma|infiltrating ductal carcinoma of breast|infiltrating ductal carcinoma of the breast|infiltrating ductal carcinomas|invasive ductal adenocarcinoma|invasive ductal adenocarcinomas|invasive ductal breast cancer|invasive ductal breast cancers|invasive ductal breast carcinoma|invasive ductal breast carcinomas|invasive ductal carcinoma|invasive ductal carcinoma breast|invasive ductal carcinoma of breast|invasive ductal carcinoma of the breast|invasive ductal carcinomas
DOID:3497	pancreatic signet ring cell adenocarcinoma|pancreatic signet ring cell adenocarcinomas|pancreatic signet ring cell carcinoma|pancreatic signet ring cell carcinomas|signet ring cell carcinoma of pancreas|signet ring cell carcinoma of the pancreas
DOID:3186	adult brain oligodendroglioma|adult brain oligodendrogliomas|adult oligodendroglioma|adult oligodendrogliomas|grade ii adult oligodendroglial tumor|grade ii adult oligodendroglial tumors|grade ii adult oligodendroglial tumour
DOID:0050685	small cell carcinoma|small cell carcinomas|small cell intermediate cell carcinoma|small cell intermediate cell carcinomas
DOID:3355	fibrocytic neoplasm|fibrocytic neoplasms|fibrocytic tumor|fibrocytic tumors|fibrocytic tumour|fibrogenic neoplasm|fibrogenic neoplasms|fibrogenictumor|fibrogenictumors|fibrogenictumour|fibrosarcoma|fibrosarcoma (excluding infantile fibrosarcoma)|fibrosarcoma - not infantile|fibrosarcoma [disease/finding]|fibrosarcoma of soft tissue|fibrosarcoma of the soft tissue|fibrosarcomas|fibrous neoplasm|fibrous neoplasms|fibrous tissue neopl|fibrous tissue neoplasm|fibrous tissue neoplasms|fibrous tumor|fibrous tumors|fibrous tumour|malignant fibromatous neoplasm|malignant fibromatous neoplasms|neopl fibrous tissue|soft tissue fibrosarcoma|soft tissue fibrosarcomas
DOID:5789	mixed epithelial and mesenchymal hepatoblastoma|mixed epithelial and mesenchymal hepatoblastomas|mixed hepatoblastoma|mixed hepatoblastomas
DOID:734	cancer of the urethra|cancer of urethra|cancer urethra|carcinoma of the urethra|carcinoma of urethra|carcinoma urethra|malign neopl urethra|malignant neoplasm of the urethra|malignant neoplasm of urethra|malignant tumor of the urethra|malignant tumor of urethra|malignant tumour of the urethra|malignant tumour of urethra|malignant urethra neoplasm|malignant urethra neoplasms|malignant urethra tumor|malignant urethra tumors|malignant urethra tumour|malignant urethral neoplasm|malignant urethral neoplasms|malignant urethral tumor|malignant urethral tumors|malignant urethral tumour|urethra cancer|urethra cancers|urethra carcinoma|urethra carcinomas|urethral cancer|urethral cancers|urethral carcinoma|urethral carcinomas
DOID:3121	cancer gallbladder|cancer of gallbladder|cancer of the gallbladder|gall bladder cancer|gall bladder cancers|gallbladder ca|gallbladder cancer|gallbladder cancers|gallbladder malignant neoplasm|gallbladder malignant neoplasms|gallbladder neopl|gallbladder neoplasm|gallbladder neoplasms|gallbladder neoplasms [disease/finding]|gallbladder tumor|gallbladder tumor or cancer|gallbladder tumor or cancers|gallbladder tumors|gallbladder tumour|gallbladder tumour or cancer|gallbladder tumours|gallbladder--cancer|gallbladder--cancers|localized gallbladder cancer|localized gallbladder cancers|localized malignant gallbladder neoplasm|localized malignant gallbladder neoplasms|malig neo gallbladder|malignant gallbladder neoplasm|malignant gallbladder neoplasms|malignant gallbladder tumor|malignant gallbladder tumors|malignant gallbladder tumour|malignant neoplasm of gallbladder|malignant neoplasm of gallbladder localized|malignant neoplasm of the gallbladder|malignant tumor of gallbladder|malignant tumor of the gallbladder|malignant tumour of gallbladder|malignant tumour of the gallbladder|neopl gallbladder|neoplasm of gallbladder|neoplasm of the gallbladder|of gallbladder cancer|of gallbladder cancers|tumor of gallbladder|tumor of the gallbladder|tumour of gallbladder|tumour of the gallbladder
